,datetime,latitude,longitude,city,state,duration,shape,comments
31485,2009-02-24 12:00:00,27.9472222,-82.4586111,tampa,fl,180,cigar,Wierd cigar shape flying object  with strange aura and no sound.
31486,2009-02-24 15:25:00,38.7072222,-121.28,citrus heights,ca,30,circle,lights moved in an oblomg movement&#44 disappearing and reapearing with no pattern. Height between 20&#44000 agl and 30&#44000 agl. The movement
31487,2009-02-24 16:10:00,36.5433333,-119.3861111,dinuba,ca,600,sphere,Sphere-like aircraft flying in circle eight pattern at a flying height of a commercial airline.
31489,2009-02-24 19:20:00,42.5583333,-71.2694444,billerica,ma,10,triangle,Triangular object in sky with lights&#44 accelerated out of view quickly.
31491,2009-02-24 21:00:00,39.9583333,-84.1722222,tipp city,oh,10,triangle,Triangle object  with no lights
31492,2009-02-24 21:30:00,35.3163889,-81.1763889,dallas,nc,10,cigar,To whom it may concern; I want to report a UFO sighting I witnessed on Jan.24th 2009 at 9:30 EST.I live in Gaston County&#44 N.C. out
31493,2010-02-24 04:30:00,33.6894444,-94.2855556,arden,ar,1200,formation,Without knowing I disturbed the same lighted aircraft that my family and I have seen 24 years ago in the same area as before.
31494,2010-02-24 09:30:00,43.4666667,-70.7941667,springvale,me,10800,sphere,Multiple sightings of a variety of shapes of UFOlike crafts&#44 many photos&#33&#33&#33
31497,2010-02-24 15:30:00,38.4405556,-122.7133333,santa rosa,ca,120,diamond,small shiny diamond hovers
31499,2010-02-24 20:00:00,32.0958333,-98.9633333,rising star,tx,600,light,Strange lights appeared in the sky near Rising Star&#44Texas
31500,2011-02-24 19:50:00,30.3319444,-81.6558333,jacksonville,fl,3,circle,Bright meteor-like object falling from upper left sky to lower right quickly changed directions and disappeared over the horizon
31502,2011-02-24 20:30:00,30.3319444,-81.6558333,jacksonville,fl,120,triangle,We were outside i step to the side by myself to look at the stars and i seen a triangular shaped object with bright white lights... ive
31503,2011-02-24 21:30:00,34.3988889,-119.5175,carpinteria,ca,600,oval,Late Thursday&#44 Feb. 24&#44 I saw 2 oval orange lights over the Santa Barbara Channel for 10 minutes.
31504,2011-02-24 22:30:00,33.1191667,-117.0855556,escondido,ca,60,triangle,It was 10:30 at night when I spotter a grey triangular flying object that was at a very low altitude.
31506,2012-02-24 13:15:00,35.4675,-97.5161111,oklahoma city,ok,60,circle,Huge circular craft high in the sky.
31507,2012-02-24 20:00:00,40.6366667,-80.2402778,aliquippa,pa,2,triangle,Triangular massive object with red lights
31508,2012-02-24 20:10:00,37.0430556,-100.9205556,liberal,ks,15,changing,Triangle lights with one light moving position to left side.
31509,2012-02-24 21:35:00,36.175,-115.1363889,las vegas,nv,600,light,A 3-light and a 4-light formation &quot;dancing&quot; in and out of the Luxor hotel light beam in Las Vegas
31510,2012-02-24 21:50:00,40.2969444,-111.6938889,orem,ut,60,oval,Orange glow in the northern sky.
31511,2012-02-24 22:03:00,41.7691667,-72.965,burlington,ct,600,light,Strange organish bright light over northwest CT
31512,2013-02-24 06:28:00,35.3733333,-119.0177778,bakersfield,ca,300,light,Big White Light Hovering Slowly (No Sound NO LIGHTS) Headed SE in Bakersfield&#44 CA.
31513,2013-02-24 11:00:00,34.1477778,-118.1436111,pasadena,ca,900,formation,Swarm of unidentified objects over Pasadena&#44 CA.
31514,2013-02-24 17:00:00,34.1952778,-79.7627778,florence,sc,600,formation,Around 5pm I noticed from my yard five bright circular lights. They were in a formation like an arrow
31515,2013-02-24 18:00:00,40.5583333,-85.6591667,marion,in,900,cigar,Starlike light&#44 orange lights.
31516,2013-02-24 18:20:00,41.9316667,-87.9888889,addison,il,30,sphere,Was outside having a smoke and just watching a plane over the south eastern skies when I glance to my left which if facing north.
31517,2013-02-24 18:37:00,41.2458333,-75.8816667,wilkes-barre,pa,300,light,6 lights in (3 then 2 then 1) formation moving southeast and up into the cloud deck.
31518,2013-02-24 19:10:00,35.7883333,-83.5544444,pigeon forge,tn,120,triangle,Saw a dark triangular object with bright red lights that flew over us.
31519,2013-02-24 20:19:00,42.0708333,-83.2466667,rockwood,mi,8,disk,A vibrant&#44 sky blue disk traveling at remarkable speeds as we got onto I-75.  I got a clear view of the craft&#44  I know what I saw.
31521,2013-02-24 23:21:00,32.9852778,-83.8822222,smarr,ga,0,other,Multiple sightings over the past year.
31638,2009-02-25 11:09:00,47.6063889,-122.3308333,seattle,wa,120,fireball,bright erratically moving light over south seattle.
31639,2009-02-25 15:17:00,47.6063889,-122.3308333,seattle,wa,60,oval,A glowing orange elongated orb was seen by 2 men to be moving swiftly over Seattle&#44 Washington during daylight.
31640,2009-02-25 18:00:00,41.6313889,-72.4602778,marlborough,ct,600,triangle,3 red pulsating lights in a perfect triangle glide over Marlborough&#44 CT
31641,2009-02-25 18:05:00,25.9083333,-80.3088889,miami lakes,fl,120,triangle,Strange triangular aircraft fly slowly in air&#44 but too low to be a airplane with lights all around.
31642,2009-02-25 19:00:00,43.2938889,-72.2608333,unity,nh,5400,rectangle,((HOAX??))  HUGE MOTHER SHIP OVER UNITY&#44 NH-BLUE AND RED LIGHTS&#44 RECTANGLE&#44 QUIET HUMMING NOISE.
31643,2009-02-25 19:30:00,38.8338889,-104.8208333,colorado springs,co,8,disk,bluish white colored disc flys silently across sky and vanishes
31644,2009-02-25 20:00:00,29.6991667,-91.2066667,morgan city,la,3600,light,Louisiana -Thibedeaux-Morgan City&#44 Big&#44 moving light.  ((NUFORC Note:  Possible sighting of Sirius??  PD))
31645,2009-02-25 20:00:00,33.2097222,-87.5691667,tuscaloosa,al,30,sphere,bright blue sphere hovering for over 20 seconds before bolting
31646,2009-02-25 20:25:00,38.9477778,-75.8847222,ridgely,md,2400,light,A Whitish/Orange Light in the sky made no sound as it traveled overhead.
31647,2009-02-25 21:45:00,46.9966667,-120.5466667,ellensburg,wa,5,circle,A large object at night&#44 having nothing but reflective light&#44 travelling at great speed.
31648,2010-02-25 00:00:00,42.0833333,-71.0188889,brockton,ma,14400,light,Next to Route 24 I was out on my balcony having my usual cigarette break and had a long night ahead of me to study for an exam the foll
31649,2010-02-25 07:35:00,34.2388889,-117.2327778,twin peaks,ca,20,circle,strange loud aircraft with green neon on it&#39s belly flying sideways into the sky
31650,2010-02-25 09:15:00,44.3836111,-89.8172222,wisconsin rapids,wi,240,unknown,Bright light flying accross the sky at speeds approx. 50 times that of an aircraft
31651,2010-02-25 20:24:00,34.1072222,-118.0569444,temple city,ca,240,light,my lady &amp; I witnessed a orange light floating like a balloon moving. then stopped moving&#44 for about 20sec nothing happened until a stre
31653,2011-02-25 04:00:00,30.6325,-97.6769444,georgetown,tx,300,light,2 ufo no picture Georgetown tx
31654,2011-02-25 12:30:00,37.3838889,-93.1511111,fair grove,mo,20,other,Two hovering objects vanished into thin air.
31655,2011-02-25 15:57:00,35.2847222,-81.2841667,bessemer city,nc,30,circle,Daytime sighting of round rotating low altitude UFO.
31656,2011-02-25 16:10:00,28.2438889,-82.7194444,new port richey,fl,120,cigar,White&#44 Shiny Cigar Shaped Craft Overhead
31657,2011-02-25 20:00:00,47.9791667,-122.2008333,everett,wa,900,light,Bright white light and changed 10 min later with light beams or haze on top and bottom. Then dimmed while moving slowly.
31659,2011-02-25 21:00:00,42.5836111,-83.2455556,bloomfield hills,mi,600,disk,Large disk with bright lights spotted over Metro Detroit
31660,2011-02-25 21:30:00,40.4775,-104.9008333,windsor,co,300,unknown,((HOAX??))  Multicolor lights flashing in thick clump of trees.
31661,2011-02-25 22:30:00,47.8602778,-122.2030556,mill creek,wa,10800,triangle,bright light changing colors over monroe/clearview/snohomish&#44 wa
31662,2012-02-25 00:00:00,37.4327778,-89.7994444,millersville,mo,10800,light,Saw multi colored object in northern sky.  Not a star or planet I was awoken around midnight by my dogs making very different howls not
31663,2012-02-25 00:20:00,39.8977778,-84.3063889,union,oh,600,formation,Red/orange Lights over Union Ohio with sound at first
31664,2012-02-25 06:20:00,40.7355556,-74.1727778,newark,nj,60,other,Green laser lights in the sky simutaneosly and evenly shooting parallel to each other
31666,2012-02-25 15:30:00,37.2705556,-76.7077778,williamsburg,va,60,light,Flashing red lights that made no noise&#44 that just stood still&#44 some moved slowly and then dissapeared
31667,2012-02-25 18:30:00,44.0216667,-92.4697222,rochester,mn,300,triangle,3 red lights formed into a triangle formation&#44 moving toward each other&#44 then fading.
31668,2012-02-25 19:00:00,38.6272222,-90.1977778,st. louis,mo,60,triangle,Very high space craft moving extremely fast and jogging across sky&#44 horizon to horizon in a less than a minute.
31669,2012-02-25 20:00:00,42.8125,-86.0186111,zeeland,mi,300,light,Me and my fiance and manager saw ufos
31670,2012-02-25 20:14:00,35.2311111,-94.4777778,pocola,ok,7200,light,Stationary light in the sky.  ((NUFORC Note:  Sighting of Jupiter and/or Venus&#44 we suspect.  PD))
31671,2012-02-25 21:00:00,33.3061111,-111.8405556,chandler,az,240,light,02-25-2012 - 9pm- I-10 to Tucson from Phx. Strange group of pulsating lights-
31672,2012-02-25 21:55:00,39.0908333,-84.85,lawrenceburg,in,300,circle,Bright orange orb in the sky over Dearborn County&#44 IN February 25&#44 2012.
31673,2012-02-25 22:45:00,35.2269444,-80.8433333,charlotte,nc,3,cross,Large white cross flying over Charlotte&#44 NC
31674,2013-02-25 00:02:00,36.7477778,-119.7713889,fresno,ca,60,light,The object had colors associated with no other aircraft to my knowledge and was silent; also identified by other witnesses.
31676,2013-02-25 05:30:00,39.9611111,-82.9988889,columbus,oh,30,circle,Large formation of 15-20 small white glowing orbs heading northward&#44 vanished.
31677,2013-02-25 13:00:00,33.1975,-96.615,mckinney,tx,2,egg,Red light shot across Texas sky on February 25&#44 2013.
31678,2013-02-25 13:00:00,33.1975,-96.615,mckinney,tx,2,egg,Red light shot across Texas sky on February 25&#44 2013.
31679,2013-02-25 15:30:00,36.175,-115.1363889,las vegas,nv,10,oval,Changing colors oval shape object over Las Vegas.
31681,2013-02-25 22:30:00,44.0522222,-123.0855556,eugene,or,120,sphere,2 lights in the night sky
31682,2013-02-25 22:30:00,39.6580556,-78.9286111,frostburg,md,0,chevron,5 lights in V formation.  Slow rate of speed and noisless.
31683,2013-02-25 23:14:00,27.9472222,-82.4586111,tampa,fl,5400,light,5 crafts spotted in Tampa.
31776,2009-02-26 12:00:00,40.8013889,-72.8680556,shirley,ny,120,circle,im convinced i&#39ve seen a UFO this day in the sky over my house.
31779,2009-02-26 19:50:00,41.7758333,-72.5219444,manchester,ct,60,light,A bright star type of object&#44 with controlled movement&#44 that came to a stop then vanished.
31780,2009-02-26 20:00:00,42.5444444,-72.6061111,deerfield,ma,120,diamond,Diemond shape flying lights&#44 took two minutes to pass over head&#44 low and quiet.
31781,2009-02-26 20:15:00,34.7575,-112.4530556,chino valley,az,600,cigar,Bright&#44 horizontal &#44 non-flashing &#44 slow moving without tilting&#44 landed on a mesa&#44 lights dimmed.
31783,2009-02-26 20:40:00,39.7391667,-104.9841667,denver,co,20,light,Witnessed V shaped lights moving without sound over Denver&#44 Colorado for 20 seconds
31784,2009-02-26 21:15:00,48.7005556,-112.3191667,santa rita,mt,1200,oval,oval shaped object over Rocky Mountains
31785,2009-02-26 21:40:00,38.0844444,-99.8930556,jetmore,ks,1800,circle,Bright multi-colored object that slowly hovers to the ground in the W sky in small KS town.  ((NUFORC Note:  Venus or Sirius?  PD))
31786,2009-02-26 21:45:00,28.4366667,-99.2347222,cotulla,tx,120,light,Bright yellowish lights in a triangle to diamond shape in the west skies over Cotulla Texas&#33
31787,2009-02-26 22:30:00,33.0533333,-97.4716667,rhome,tx,120,unknown,Two red circular orbs low in night sky.
31789,2010-02-26 05:55:00,25.4683333,-80.4777778,homestead,fl,300,sphere,4 extremely bright white&#44 large objects&#44 moving erractically&#44 and extremely fast over Homestead AFB&#44 Fla
31790,2010-02-26 06:00:00,19.6255556,-155.0416667,keaau,hi,10,sphere,BRIGHT GREEN SPHERE-BALL SHAPED OBJECT
31791,2010-02-26 14:00:00,38.2919444,-122.4569444,sonoma,ca,1800,egg,Large unidentified craft observed in the Napa sloughs.
31792,2010-02-26 17:15:00,36.175,-115.1363889,las vegas,nv,1200,oval,2 dark color ovals hovering very high in the sky for 20 minutes.
31794,2011-02-26 00:10:00,37.8044444,-122.2697222,oakland,ca,10,cylinder,I was standing on my roof around midnight and saw a flying object no more than 3000 Ft in altitude travelling south silently and at a h
31795,2011-02-26 03:30:00,34.9675,-82.4436111,travelers rest,sc,60,unknown,Four lights hovering above us&#44 following us&#44 then disappearing.
31797,2011-02-26 05:30:00,36.0688889,-79.4008333,graham,nc,37800,light,Very bright object with blue&#44 red&#44 and orange lights flickering; moved slowly stayed in the same area of the sky.
31800,2011-02-26 19:15:00,30.2383333,-90.92,gonzales,la,45,teardrop,Bright orange fiery upside down teardrop floating slowly under clouds in a straight line in Gonzales&#44 LA.
31802,2011-02-26 20:30:00,27.9455556,-82.2580556,valrico,fl,1200,fireball,West to East flight pattern of 12 Unknown glowing objects.  ((NUFORC Note:  Possible &quot;Chinese&quot; lanterns&#44 we suspect.  PD))
31803,2011-02-26 22:15:00,36.6177778,-121.9155556,pacific grove,ca,600,light,i was  looking  in direction of the ocean  when i noticed this 2 very strong red light in the sky ..it seems not far up  was making
31804,2012-02-26 02:00:00,43.2472222,-79.0502778,youngstown,ny,45,oval,Very bright silver blue dropped slowly downward and shot off to the right at unreal speed
31805,2012-02-26 15:50:00,36.1866667,-94.1286111,springdale,ar,3600,triangle,Sitting outside on my lunch break when I noticed a black dot in the sky.
31807,2012-02-26 18:32:00,48.7597222,-122.4869444,bellingham,wa,180,light,Four moving UFOs over Bellingham&#44 Wash.
31808,2012-02-26 19:00:00,38.8002778,-90.6263889,saint peters,mo,300,disk,Photos show strange disk moving across sky
31809,2012-02-26 19:18:00,42.2708333,-83.7263889,ann arbor,mi,2,rectangle,Rectangular Craft seen over Ann Arbor&#44 Mi.
31811,2012-02-26 20:45:00,39.1383333,-78.6702778,rio,wv,10,flash,Strange flash of light once every four minutes in distant space west of orions belt
31812,2012-02-26 21:00:00,41.85,-87.65,chicago,il,15,rectangle,Low flying brown rectangular object
31814,2012-02-26 22:20:00,42.7844444,-83.2397222,lake orion,mi,1350,other,A foot-wide beam of &quot;light&quot; emanated across the sky&#44 after noticing and observing for ten minutes it dissipated.
31815,2012-02-26 22:25:00,43.2708333,-89.7219444,sauk city,wi,300,fireball,Bright Fireball flashing light&#44 split in two and converged back together to exit horizon
31816,2012-02-26 22:45:00,37.0297222,-76.3455556,hampton,va,300,formation,Lit offset T formation over hampton
31817,2012-02-26 23:52:00,42.7325,-84.5555556,lansing,mi,2,sphere,Green light doing falling motion in the sky
31818,2013-02-26 03:00:00,40.9994444,-75.1816667,east stroudsburg,pa,900,triangle,Triangle shape.
31819,2013-02-26 06:00:00,43.1063889,-76.2180556,liverpool,ny,360,sphere,Sphere shape near full moon.
31820,2013-02-26 08:30:00,30.775,-94.4152778,woodville,tx,360,fireball,Large red fire ball and several white lights.
31821,2013-02-26 12:30:00,33.4708333,-81.975,augusta,ga,1200,light,Bright white star like light and smaller red light alternated fading and blinking out and on under ceiling of solid cloud cover.
